Id,Name,City,State,Country,Latitude,Longitude,TotalInvoices,LastYearInvoices
"03dbec4e-4771-e211-92f3-0026b9f9e50c","Delta Dental Plans Association","Oak Brook","Illinois","United States","41.8467","-87.9556","20242.50","780.00"
"d828d479-8d1f-e211-bb4e-0026b9f9e50c","Detroit Lions","Allen Park","MI","","42.30011","-83.20049","466987.68","200900.00"
"defee454-4771-e211-92f3-0026b9f9e50c","Diamond Chain","Indianapolis","Indiana","United States","39.76177","-86.16941","0.00","0.00"
"664c6ddf-4d2b-e111-a4ff-0026b9f9e50c","Didion Milling","Johnson Creek","WI","US","43.0832","-88.76624","135766.91","12067.50"
"3fee82fd-b486-de11-b07e-00101826f7f4","DineEquity, Inc.","Glendale","CA","","34.15261","-118.25435","26873.81","26873.81"
"e663764c-a8c4-e211-8486-0026b9f9e50c","Dollar Energy Fund, Inc.","Pittsburgh","PA","","40.42264","-79.9788","93957.28","875.00"
"253dd64a-0ed3-e411-80ba-00155dfc3b0a","Donan","Louisville","Kentucky","","38.21059","-85.54608","35248.65","31788.65"
"d95a9c74-18aa-e311-9df5-0026b9f9e50c","Door to Door Organics","Louisville","CO","","39.97481","-105.07288","17267.50","1451.25"
"7353da5f-e103-dc11-bb0f-00101826f7f4","DTZ (Formerly UGL Services)","Chicago","IL","United States","41.88654","-87.63073","152517.50","5645.00"
"55a2cf1a-1dc1-4e8f-a933-588d268b83f4","DUN & BRADSTREET CORPORATION","NEW YORK","NJ","US","40.74138","-74.35873","799652.16","0.00"
"e79cdb0b-876e-da11-8b36-0003ff19cd51","Echo Global Logistics","Chicago","Illinois","United States","41.89937","-87.64381","106805.09","47070.10"
"27794eec-8a5e-dd11-ba46-00101826f7f4","EHL Insurance","Poulsbo","WA","","47.75424","-122.62032","15000.00","0.00"
"9e5cf08b-56e1-db11-8eef-0003ff9e2b47","Eli Lilly and Company","INDIANAPOLIS","IN","USA","39.75626","-86.1543","222475.00","78975.00"
"d8d0fd18-beff-da11-8305-0003ff32d6e5","Embrace Pet Insurance","Chagrin Falls","OH","USA","41.42238","-81.39635","18000.75","18000.75"
"28a9b307-7566-e311-8486-0026b9f9e50c","Essex Crane Rental Corp.","Buffalo Grove","IL","","42.1532","-87.94424","5921.25","1408.75"
"ad8d60d8-ce7d-4713-aed9-ce99ae469f76","Eurasia Group","New York","NY","","40.75263","-73.98144","38022.99","0.00"
"234ab8c4-0916-db11-955e-0003ff32d6e5","ExactTarget, Inc.","Indianapolis","IN","USA","39.76775","-86.15843","7714439.22","1720800.22"
"9e7ab2cc-f4b0-e211-8486-0026b9f9e50c","Exponent Partners","San Francisco","California","United States","37.78215","-122.4066","7565.00","0.00"
"0fb8fcad-b94f-e411-9bfa-0026b9f9e50c","ExteNet Systems","Lisle","IL","US","41.80954","-88.11111","100898.44","94145.94"
"7331491e-e303-dc11-bb0f-00101826f7f4","Feralloy Corp.","Chicago","IL","USA","41.98647","-87.84557","0.00","0.00"
"d30abfd4-1d95-e411-b7a3-0026b9f9e50c","Feralloy Corporation","Chicago","IL","","41.98652","-87.84557","86681.31","81248.81"
"5d295402-8507-df11-a75b-00101826f7f4","Fieldpoint Service Applications Inc","Oakville","ON","","39.45","-98.908","11400.00","0.00"
"39a840de-df21-dd11-a14f-00101826f7f4","First American Bank","Elk Grove Village","IL","","42.0148","-87.96129","543466.50","142693.04"
"52142fb1-da24-dd11-8d4f-00101826f7f4","Fiserv","Lake Mary","FL","USA","28.79285","-81.35454","1968079.34","3576.25"
"138dc19b-5c4f-dd11-ba46-00101826f7f4","Flexpoint Ford, LLC","Chicago","IL","USA","41.89474","-87.62494","110927.00","0.00"
"6d10d53d-0a2c-465a-a0f1-bc62187a2d37","FLIR Systems","Wilsonville","OR","","45.32029","-122.76543","575147.60","575147.60"
"58e256e5-b37d-e111-8bb2-0026b9f9e50c","FM Global","Johnston","RI","US","41.80884","-71.49419","21772.33","0.00"
"b1a23d50-b0a3-e211-92f3-0026b9f9e50c","Follett Corporation","Westchester","Illinois","United States","41.91932","-87.85003","144281.50","22968.07"
"cfb0ecc4-04d7-43b8-a055-4a8a24ad4dab","FORD MOTOR COMPANY","DEARBORN","IL","USA","41.66363","-87.56131","0.00","0.00"
"2c4c6336-4771-e211-92f3-0026b9f9e50c","Forum Extended Care Services","Chicago","Illinois","United States","41.98483","-87.73226","54398.69","8258.75"
"60db5248-4771-e211-92f3-0026b9f9e50c","Fresenius Kabi USA","Lake Zurich","Illinois","United States","42.19989","-88.03936","353083.08","31371.25"
"31473030-3030-3030-7764-344d70494149","Fusion Risk Management","Rolling Meadows","Illinois","United States","42.06119","-88.02489","98886.25","17515.00"
"1889a24b-f398-df11-90d5-00101826f7f4","GATX Corporation","Chicago","IL","","41.87944","-87.63419","530676.25","0.00"
"a8922392-56e1-db11-8eef-0003ff9e2b47","GENERAL GROWTH PROPERTIES","Chicago","IL","United States","41.88377","-87.6378","2299193.50","41000.00"
"a2bf8b39-18fc-dc11-a14f-00101826f7f4","Godfathers Pizza Inc","Omaha","NE","USA","41.28471","-96.08204","15000.00","0.00"
"31473030-3030-3031-4279-6a7a4f494152","Goodman Networks","Plano","Texas","United States","33.01717","-96.83772","3600.00","0.00"
"c0922392-56e1-db11-8eef-0003ff9e2b47","GRANT THORNTON LLP","Oakbrook Terrace","IL","US","41.84743","-87.98963","402480.00","234900.00"
"0b6364d8-b644-db11-b58f-0003ff32d6e5","Graycor, Inc.","Oakbrook Terrace","IL","US","41.8498","-87.95794","71385.53","0.00"
"3bc548bb-5a9b-e411-80ba-00155dfc3b0a","Green Plains","Omaha","NE","","41.2548","-96.07472","60706.78","46216.78"
"6f46c27e-3c16-e311-8486-0026b9f9e50c","Green Shield Canada","","","","0","0","28465.00","0.00"
"235319d7-dcdc-e111-aa06-0026b9f9e50c","GuideStone Financial Resources","Dallas","TX","","32.79716","-96.80589","3678.75","3678.75"
"2e681c1b-b179-e111-8bb2-0026b9f9e50c","Harley-Davidson Dealer Systems, Inc.","Cleveland","OH","US","41.39294","-81.61633","1094161.28","802346.00"
"31473030-3030-3031-3766-30566b494149","Hazelcast","","California","United States","0","0","3200.00","0.00"
"9004732a-4771-e211-92f3-0026b9f9e50c","Hedge Fund Research","Chicago","Illinois","United States","41.88167","-87.6388","20500.00","0.00"
"864de6b4-7c66-e311-8486-0026b9f9e50c","Helix Education","Englewood","CO","US","40.72155","-111.98079","1140623.63","654320.56"
"671f8eb4-c708-e211-aa06-0026b9f9e50c","Henkels & McCoy, Inc.","Blue Bell","PA","US","40.14783","-75.28937","92.50","0.00"
"31473030-3030-3031-4452-436e50494158","Heurtey Petrochem","Vincennes Cedex","","France","0","0","6057.50","6057.50"
"31473030-3030-3030-7678-507831494145","HighGround, Inc.","Chicago","Illinois","United States","41.89936","-87.64383","6490.00","0.00"
"31473030-3030-3030-767a-4f473449414d","Hisco","Houston","Texas","United States","29.86583","-95.54681","177613.26","79396.96"
"d7bfa500-ceb4-e111-b5e5-0026b9f9e50c","HITT Contracting Inc.","Falls Church","VA","","38.87274","-77.21844","119048.45","105753.45"
"27b7cb31-5516-df11-a75b-00101826f7f4","HNI Corporation","Muscatine","IA","","41.42315","-91.04174","5000.00","0.00"
"31473030-3030-3031-6143-666747494153","Hobsons U.S.","Cincinnati","OH","United States","39.28272","-84.36476","55595.00","55595.00"
"5573cf92-a417-e211-aa06-0026b9f9e50c","Holiday Retirement","Lake Oswego","OR","","45.41781","-122.73809","2807186.07","605644.59"
"195bb49e-73fb-dc11-a14f-00101826f7f4","Home Instead, Inc.","Omaha","NE","USA","41.26644","-96.12193","5439978.69","2747.50"
"d23a3042-18fc-dc11-a14f-00101826f7f4","Hoover's, Inc.","Austin","TX","USA","30.3219","-97.71538","784917.09","0.00"
"5feb6471-e924-4e7a-a82e-db5dd73538dc","Hub International Limited","Chicago","IL","USA","41.8782","-87.62579","2442284.24","348677.14"
"6163aaf2-e236-e111-a4ff-0026b9f9e50c","Hylant Group","Toledo","OH","United States","41.65314","-83.53957","317445.20","184379.59"
"56c60663-0458-dc11-bd4b-00101826f7f4","IAHCSMM","Chicago","IL","USA","41.89719","-87.63521","200212.75","410.00"
"76e2d939-63bb-e411-80ba-00155dfc3b0a","IBM SaaS Group","","","","0","0","65000.00","0.00"
"365bb49e-73fb-dc11-a14f-00101826f7f4","Ideal Image","Tampa","FL","","27.94427","-82.52476","142649.99","52701.05"
"b92475bd-50f7-4872-b97f-99ccf3d44b10","Ideal Industries Inc","Sycamore","IL","United States","41.97496","-88.69159","34111.40","33113.90"
"f25f4808-b2d8-db11-bcaf-0003ff9e2b47","IDEX","Lake Forest","IL","USA","42.24224","-87.89106","491322.96","58298.39"
"a18000f8-ebf6-dc11-a14f-00101826f7f4","IES Abroad","Chicago","IL","USA","41.88284","-87.63203","155502.75","3277.50"
"8195b21b-3aec-410f-ae14-2827c3c9e6f2","Illinois Municipal Retirement Fund","Oak Brook","IL","USA","41.84644","-87.92775","0.00","0.00"
"6c27cca9-8ff6-e011-bd69-0026b9f9e50c","InPro Corporation","Muskego","WI","United States","42.88293","-88.1263","138443.85","0.00"
"dd8b1ce5-41c7-e011-8a04-0026b9f9e50c","Inrule Technology","Chicago","IL","","41.88279","-87.64487","1192.50","0.00"
"229f0b42-f763-e211-92f3-0026b9f9e50c","Integrated DNA Technologies","Coralville","IA","","41.69589","-91.61404","295299.58","255534.07"
"c45a7272-de05-db11-8305-0003ff32d6e5","JLL (Jones Lang LaSalle)","CHICAGO","IL","USA","41.88526","-87.62149","3823769.98","143498.00"
"f6d8e1e2-d6ab-e411-80ba-00155dfc3b0a","Kapnick Insurance Group","Adrian","MI","","41.89439","-84.06659","86494.90","60353.65"
"9aa92d66-773a-de11-b9e8-00101826f7f4","Katz, Sapper & Miller, LLP","Indianapolis","IN","US","39.92718","-86.14384","18240.36","16462.86"
"31473030-3030-3031-4277-564c3049414e","Kavo Kerr Group","","","United States","0","0","154774.81","149144.81"
"31473030-3030-3030-7766-356130494141","Kellogg Company","Battle Creek","Michigan","United States","42.35237","-85.2301","411727.08","218050.93"
"e77763ad-a49c-e211-92f3-0026b9f9e50c","KPMG","NEW YORK","NJ","USA","41.04859","-74.07028","0.00","0.00"
"a8155826-7549-e411-a635-0026b9f9e50c","KPMG Corporate Finance","","","","0","0","33683.75","33683.75"
"31473030-3030-3030-7a63-513076494145","Laurus Strategies","Chicago","Illinois","United States","41.88034","-87.63007","24788.75","0.00"
"4b6593fd-6f83-e211-92f3-0026b9f9e50c","Leader Dogs for the Blind","Rochester Hills","MI","","42.66504","-83.13139","564045.62","186331.63"
"31473030-3030-3031-304d-394545494130","Leaderpromos.com","Columbus","Ohio","United States","40.03823","-82.8644","95060.98","3427.50"
"cb01df01-aa0f-dc11-bb0f-00101826f7f4","Lemme Insurance Group","Arlington Heights","IL","","42.08281","-87.9844","28133.02","0.00"
"e5471258-4d77-4b11-9f56-d24f3379ec56","Lesman Instrument Company","Bensenville","IL","United States","41.93231","-87.945","146802.50","0.00"
"5d286b30-4771-e211-92f3-0026b9f9e50c","Life Spine","","","","0","0","0.00","0.00"
"c41915ac-fb8d-e011-8a04-0026b9f9e50c","LinkedIn","Mountain View","CA","","37.42332","-122.07451","95010.00","24005.00"
"cab791f8-503f-e411-a635-0026b9f9e50c","M. Holland Company","Northbrook","IL","","42.14398","-87.79691","899616.45","884025.20"
"065de84f-75b1-e111-b5e5-0026b9f9e50c","Macias Gini & O'Connell LLP (MGO)","Sacramento","CA","US","38.56283","-121.47071","21075.84","16197.50"
"f9acae72-96f4-e211-8486-0026b9f9e50c","Mark Anthony Brands Inc (MABI)","Chicago","IL","USA","41.87695","-87.64288","323768.08","68552.11"
"955117ff-07e4-e211-8486-0026b9f9e50c","Mark Anthony Group (MAG)","Vancouver","BC","Canada","49.26642","-123.08437","135640.36","87100.36"
"328c5dc2-d159-de11-b9e8-00101826f7f4","Marquette Associates","Chicago","IL","USA","41.88536","-87.633","30039.00","0.00"
"1d8e1194-7561-dc11-ab02-00101826f7f4","Martin Sprocket & Gear","Arlington","TX","","32.69495","-97.14195","119149.87","109589.87"
"b2a73f76-c06e-dd11-bee3-00101826f7f4","McCain, Inc","Vista","CA","","33.13623","-117.24206","49032.50","0.00"
"b86b20f0-95ff-de11-a75b-00101826f7f4","McCarthy Building Companies, Inc.","Saint Louis","MO","US","38.61721","-90.36487","377275.78","105.00"
"d0a672a2-8487-e211-92f3-0026b9f9e50c","MDC Holdings","Denver","CO","United States","39.6366","-104.91272","528553.02","349641.40"
"92286b30-4771-e211-92f3-0026b9f9e50c","Means Industries","Saginaw","Michigan","United States","43.45188","-83.88452","29377.59","0.00"
"80f2606a-74b9-e111-aa06-0026b9f9e50c","Medela, Inc.","McHenry","IL","US","42.31259","-88.28621","165228.45","141625.95"
